NUMBER,ACCREDITATION NUMBER,REGION,NAME OF FACILITY,ADDRESS (Street/Barangay),TOWN/CITY,CONTACT NO.,HOL NAME (Head Of Laboratory),EMAIL,LABORATORY EMAIL,O.R. Number,"INCORRECT
METH","INCORRECT
THC","INCORRECT 
TOTAL","RESULT: 
WITH OR WITHOUT CONCERN",RESULT: REMARKS,"REMARKS:
PASSED / FAILED",SCORE,CERTIFICATE NO. ,
1,01-0703-23-PIBS-R,1,"DAGUPAN DOCTORS VILLAFLOR MEMORIAL HOSPITAL, INC.","G/F BMV BUILDING, ALEXANDER STREET, POBLACION, URDANETA CITY",PANGASINAN,09178387342 / 09236583417 / 0756560242,"MA. THERESA L. ENRILE,MD",ddvmh_urdaneta@yahoo.com,ddvmh_urdaneta@yahoo.com,5182474,4,3,7,,,PASSED,Acceptable,SDTLPT-23-010023,A
1,01-0858-23-GIBS-R,1,REGION I MEDICAL CENTER DRUG TESTING LABORATORY,"ARELLANO STREET, PANTAL DISTRICT,DAGUPAN CITY",PANGASINAN,,"SHELDON STEVEN C. AQUINO,MD",dtl_r1mo@yahoo.com / r1mcdtl@gmail.com,dtl_r1mo@yahoo.com / r1mcdtl@gmail.com,5184153,3,5,8,,,PASSED,Acceptable,SDTLPT-23-010024,A
1,01-1130-23-PFSS-R,1,RJV DRUG TESTING LABORATORY,"STALL NO. 248 2ND FLOOR, BANTAY ARCADE, BANTAY",ILOCOS SUR,09175680563/ (077) 6045181/ 09175680563,"JOSEPH D. ADAYA,MD",jgandres_rmt@yahoo.com,jgandres_rmt@yahoo.com,5191656,2,2,4,,,PASSED,Highly Satisfactory,SDTLPT-23-010025,HS
1,01-1092-22-PIBS-R,1,ACCURA TECH DIAGNOSTIC LABORATORY,"CARI„O ST., POBLACION WEST (BESIDE STEPHEN'S DRUG STORE) UMINGAN",PANGASINAN,0921-525-5607,"DENNIS R. COLISAO,MD",accuratech@yahoo.com,accuratech@yahoo.com,5174909,3,3,6,,,PASSED,Acceptable,SDTLPT-23-010026,A
1,01-0849-23-PFSS-R,1,LAOAG POLYCLINIC CLIN. LAB. & DRUG TESTING CENTER,GEN. GIRON ST 7-A LAOAG CITY,ILOCOS NORTE,(077) 670-7647/ 09175683750,"PROCESA R. GAMILDE,MD",laoagpolyclinic@gmail.com,laoagpolyclinic@gmail.com,5189134,2,5,7,,,PASSED,Acceptable,SDTLPT-23-010027,A
1,01-0083-23-PFSS-R,1,HI-PRECISION DIAGNOSTIC CENTER INC.- DAGUPAN,"GF 2-5 & 2ND FLOOR 2F-2C BHF FAMILY PLAZA, MAYOMBO DISTRICT",PANGASINAN,09177121401/ (075) 600-1725/ 09175685998,"BABY LYNNE C. ASUNCION,MD",hpdagupan.lab@hi-precision.com.ph,hpdagupan.lab@hi-precision.com.ph,5221083,1,5,6,,,PASSED,Acceptable,SDTLPT-23-010028,A
1,01-0085-23-PFSS-R,1,HI-PRECISION DIAGNOSTICS PLUS,"UNIT 320-323, 3F, SM CITY URDANETA CENTRAL, MC ARTHUR HWY., BRGY. NANCAYASAN",PANGASINAN,09171146005/ 09175685998/ (075) 5296576,"BABY LYNNE C. ASUNCION,MD",hpurdaneta.lab@hi-precision.com.ph,hpurdaneta.lab@hi-precision.com.ph,5221087,0,4,4,,,PASSED,Highly Satisfactory,SDTLPT-23-010029,HS
1,01-0725-22-PIBS-R,1,THE BLACK NAZARENE HOSPITAL INC.,"BONOAN ST. BRGY 2 SAN BALTAZAR, SAN NICOLAS",ILOCOS NORTE,9171139673,"ARLENE GENCIANA F. CASTRO,MD",tbnhi.lab@gmail.com,tbnhi.lab@gmail.com,5182137,1,3,4,,,PASSED,Highly Satisfactory,SDTLPT-23-010030,HS
1,01-0839-23-PIBS-R,1,HI-PRECISION DIAGNOSTICS,"UNIT 3&4 VALDEZ BLDG. BRGY. 4 SAN FRANCISCO, SAN NICOLAS",ILOCOS NORTE,09338150540/(077) 600 3203/09171664607,"MODESTY A. LEANO, MD",hpsannicolas.lab@hi-precision.com.ph,hpsannicolas.lab@hi-precision.com.ph,5220535,1,0,1,,,PASSED,Excellent,SDTLPT-23-010031,E
1,01-0087-23-PIBS-R,1,NEW WORLD DIAGNOSTICS INC.- DAGUPAN BRANCH,"45 BURGOS ST., BRGY. POBLACION OESTE, DAGUPAN CITY",PANGASINAN,09603081216/ 8790-8888 LOC. ,"PAULO GIOVANNI L. MENDOZA, MD",,,5224601,2,4,6,,,PASSED,Acceptable,SDTLPT-23-010032,A
1,01-1713-23-PFSS-R,1,EARL HEALTHLINES CLINICAL LABORATORY,"G/F HAVEN'S INN GOMEZ ST. ZAMORA POBLACION, MANGATAREM",PANGASINAN,09323553561; (075) 6321271; 09209037732,"SHELDON STEVEN C. AQUINO, MD",earlhealthlines@gmail.com,earlhealthlines@gmail.com,5229558,1,1,2,,,PASSED,Excellent,SDTLPT-23-010033,E
1,01-0845-23-PIBS-R,1,JEDA CLINICAL LABORATORY,"POBLACION NORTE, STA. MARIA",ILOCOS SUR,09774863363; 09778214700,"GAIL C. TANAWIT, MD",morejendagdag74@gmail.com,morejendagdag74@gmail.com,5227875,4,2,6,,,PASSED,Acceptable,SDTLPT-23-010034,A
1,01-0696-23-GIBS-R,1,ALAMINOS DRUG TESTING LABORATORY,"CITY HEALTH OFFICE, DON P. REINOSO STREET, POBLACION, ALAMINOS CITY",PANGASINAN,09176500018/ 075-6541142,"SHELDON STEVEN C. AQUINO, MD",alaminosdtl@yahoo.com,alaminosdtl@yahoo.com,5230104,2,0,2,,,PASSED,Excellent,SDTLPT-23-010035,E
1,01-1801-23-PFSS-I,1,"MEDISENSE LABORATORY CENTER, INC.","GROUND FLOOR, PRINCESS CHARISE BUILDING, AB FERNANDEZ WEST AVENUE, BRGY., POBLACION OESTE",PANGASINAN,09159462094/ (075) 55108620/ 09253653213,"IKE MANUEL G. FLORES, MD",mslpangasinan.lab@gmail.com,mslpangasinan.lab@gmail.com,5227760,3,0,3,,,PASSED,Highly Satisfactory,SDTLPT-23-010036,HS
1,01-1314-22-PIBS-R,1,ALLIANCE DIAGNOSTIC CENTER,"#1 PANGASINAN HOPE LUMBER BLDG., 568 RIZAL ST., POBLACION, MANGALDAN CITY",PANGASINAN,09420203366/(075)600-8401/09209037732,"SHELDON STEVEN C. AQUINO, MD",alliancediagnosticclinic@gmail.com,alliancediagnosticclinic@gmail.com,5227666,1,0,1,,,PASSED,Excellent,SDTLPT-23-010037,E
1,01-0836-23-PFSS-R,1,E-LI DRUG TESTING CENTER,"STI BUILDING, AGUILA RD. SEVILLA, SAN FERNANDO CITY",LA UNION,09999785903/ 09208413985,"FLOYD E. FERNANDO, MD",emmaruthm@yahoo.com,emmaruthm@yahoo.com,5237681,1,0,1,,,PASSED,Excellent,SDTLPT-23-010038,E
1,01-1808-23-PFSS-R,1,FPDC DIAGNOSTIC CLINIC,"TAMONDONG BUILDING, BURGOZ ST. ZONE 3 BAYAMBANG CITY",PANGASINAN,09069670706/ 09209482425," GIL BRYAN B. GALVAN, MD",fpdcbayambang@gmail.com,fpdcbayambang@gmail.com,5236096,5,2,7,,,PASSED,Acceptable,SDTLPT-23-010039,A
1,01-1261-22-GIBS-R,1,MARIANO MARCOS MEM. HOSP. & MEDICAL CENTER,"1ST FR. LAB BLDG., MARIANO MARCOS MEM. HOSP, SAN JULIAN, CITY OF BATAC",ILOCOS NORTE,09055620769/077-600-8025/09171664607,"MODESTYA. LEA„O,MD",mmmh.lab13@gmail.com,mmmh.lab13@gmail.com,5237006,2,1,3,,,PASSED,Highly Satisfactory,SDTLPT-23-010040,HS
1,01-0697-23-GIBS-R,1,CANDON CITY HEALTH OFFICE,"NATIONAL HIGHWAY, CALAOAAN, CITY OF CANDON",ILOCOS SUR,9664125999,"JOY P.VILLANUEVA,MD",candoncholaboratory@gmail.com,candoncholaboratory@gmail.com,5235515,0,5,5,,,PASSED,Highly Satisfactory,SDTLPT-23-010041,HS
1,01-1590-22-PIBS-R,1,LORMA LIFECHECK CLINIC,"JTC MALL CENTRAL  BRGY. DEL PILAR,TAGUDIN CITY",ILOCOS SUR,09178695641; 077-6320-293,"JERILYN L. DULAY, MD",lifechecktagudin@gamil.com,lifechecktagudin@gamil.com,5250692,2,0,2,,,PASSED,Excellent,SDTLPT-23-010042,E
1,01-1325-23-GIBS-R,1,NAGUILIAN CLINICAL AND DRUG SCREENING/TESTING LAB.,"MUNICIPAL HEALTH OFFICE, ORTIZ, NAGUILIAN CITY",LA UNION,09773453933/ 09198061240/ 072(619) 4928,"DENNIS R. COLISAO, MD",rhulabnaguilian@gmail.com,rhulabnaguilian@gmail.com,5224088,0,0,0,,,PASSED,Excellent,SDTLPT-23-010043,E
1,01-0785-23-GIBS-R,1,DOH-DRUG TREATMENT AND REHABILITATION CENTER DAGUPAN DRUG TESTING LABORATORY,"SITIO PALATONG, BONUAN BINLOC, DAGUPAN CITY",PANGASINAN,9756539876,"ALLAN ERNIE C. BUSTRIA, MD",clinical@dtrcdagupan.doh.gov.ph,clinical@dtrcdagupan.doh.gov.ph,5182474,0,2,2,,,PASSED,Excellent,SDTLPT-23-010044,E
1,01-0850-23-PIBS-R,1,NEW ROSARIO DIAGNOSTIC ,"2/F DO„A PEPANG'S BLDG., POBLACION EAST, ROSARIO CITY",LA UNION,9104609441,"VIRGINIA V. DE JOYA, MD",newrosariodiagnostic@yahoo.com,newrosariodiagnostic@yahoo.com,5175952,4,4,8,,,PASSED,Acceptable,SDTLPT-23-010045,A
1,01-1754-22-PIBS-I,1,PRIME ASSAY MEDICAL AND DIAGNOSTIC CLINIC,"2ND FLOOR ES BUILDING AMBROSIO ST., POBLACION, URDATA, URDANETA CITY",PANGASINAN,9685894176,"GIL BRYAN B. GALVAN, MD",primeassaymedical@yahoo.com,primeassaymedical@yahoo.com,5299086,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-23-010046,HS
2,02-1262-22-GIBS-R,2,SAGUDAY MUNICIPAL HEALTH OFFICE- LABORATORY,"GUZMAN ST. MAGSAYSAY, SAGUDAY CITY, QUIRINO",ISABELA,9154929024 / 09289088940,"NATHANAEL B. VIDAD,MD",rhusaguday21@yahoo.com,rhusaguday21@yahoo.com,5154099,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-23-020047,HS
2,02-0733-22-PFSS-R,2,GS TRIMEDICA DRUG TESTING CENTER,"2ND FR. PATRIA BLDG. LUNA STREET, CENTRO 7, TUGUEGARAO CITY, CAGAYAN",CAGAYAN VALLEY,9178340606,"SARAJANE U. BALISI,MD",gstrimedica2@yahoo.com,gstrimedica2@yahoo.com,5152842,0,0,0,,,PASSED,Excellent,SDTLPT-23-020048,E
2,02-0730-22-PIBS-R,2,DR. RONALD P. GUZMAN MEDICAL CENTER,"ENRILE AVENUE, CARIG, TUGUEGARAO CITY, CAGAYAN VALLEY",CAGAYAN VALLEY,9178564911,"JUNE G. PAGADDU,MD",rpgmclab02@gmail.com,rpgmclab02@gmail.com,5155505,2,5,7,,,PASSED,Acceptable,SDTLPT-23-020049,A
2,02-1345-22-PFSS-R,2,AMAZING GRACE MEDICAL & DIAGNOSTIC SERVICES,"MAHARLIKA HIGHWAY, CALAMAGUI 2ND, ILAGAN CITY",ISABELA,9157812961,"ALMA A. VILLANUEVA,MD",jiljireh_gumarang@yahoo.com.ph,jiljireh_gumarang@yahoo.com.ph,5151085,1,3,4,,,PASSED,Highly Satisfactory,SDTLPT-23-020050,HS
2,02-0431-22-PFSS-R,2,DIAGNOSTIKA CLINICAL LABORATORY ,"#76 MARIBBAY BUILDING QUEZON ST, DISTRICT I (POB.), CAUAYAN CITY",ISABELA,078-6520693/ 09174601296,"MILA AMOR V. REYES,MD",diagnostikalaboratory@yahoo.com,diagnostikalaboratory@yahoo.com,5146219,0,1,1,,,PASSED,Excellent,SDTLPT-23-020051,E
2,02-0726-22-GFSS-R,2,CABARROGUIS HEALTH OFFICE LABORATORY,"MUNICIPAL HALL, ZAMORA, CABARROGUIS,QUIRINO",ISABELA,09178169750/ 09171096114,"ELIZABETH A. CAMELLO,MD",camello.e@yahoo.com,camello.e@yahoo.com,5158297,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-23-020052,HS
2,02-1341-21-PIBS-R,2,CLI DIAGNOSTIC LABORATORY ,"ST. PATRICK GARDEN HOTEL MACANAYA DISTRICT, APARRI, CAGAYAN",CAGAYAN VALLEY,9175910546,"MILA AMOR V. REYES,MD",cathryn_iringan@yahoo.com,cathryn_iringan@yahoo.com,5158144,4,1,5,,,PASSED,Highly Satisfactory,SDTLPT-23-020053,HS
2,02-0829-23-PIBS-R,2,4J CLINICAL & DIAGNOSTIC LABORATORY,"#13 CITY RD., CALAO WEST, SANTIAGO CITY, ISABELA",ISABELA,08175331861/ (078) 305-0758/ 0968523484,"SHERYL L. RONAS,MD",jherinecruz@yahoo.com,jherinecruz@yahoo.com,5158480,4,4,8,,,PASSED,Acceptable,SDTLPT-23-020054,A
2,02-0432-22-PIBS-R,2,MICRO TECH MEDICAL LABORATORY,"VINTAR ST, BRGY. SAN JUAN. AURORA, ISABELA (NEAR AURORA CENTRAL SCHOOL)",ISABELA,09175176526; (078) 3233776; 09189092747,"MILA AMOR V. REYES,MD",marybelmed30@yahoo.com,marybelmed30@yahoo.com,5157005,0,4,4,,,PASSED,Highly Satisfactory,SDTLPT-23-020055,HS
2,02-1315-22-PFS-R,2,LIFELINE DIAGNOSTIC LABORATORY,"#9 M-H- DEL PILAR ST. BRGY. VIRA, ROXAS CITY, ISABELA",ISABELA,09176090425/(078)642-0403/09189092747,"MILA AMOR V. REYES,MD",lifelinediagnosticlaboratory@yahoo.com,lifelinediagnosticlaboratory@yahoo.com,5156951,4,3,7,,,PASSED,Acceptable,SDTLPT-23-020056,A
2,02-0656-19-PIBS-R,2,MLS DIAGNOSTIC LABORATORY & DRUG TESTING CENTER,"RAMIL BLDG., NEAR IUDMC HOSPITAL, PUROK 3 BRGY. CABARUAN, CAUAYAN CITY",ISABELA,09265366305/ 0783247290,"DIWATA GRACE F. BAUSA,MD",mlsdiagnosticlab@yahoo.com,mlsdiagnosticlab@yahoo.com,5160040,0,4,4,,,PASSED,Highly Satisfactory,SDTLPT-23-020057,HS
2,02-0720-18-GIBS-R,2,DIFFUN MUNICIPAL HEALTH OFFICE CLINICAL LABORATORY,"#6 DO„A AURORA ST., ANDRES BONIFACIO DIFFUN CITY, QUIRINO",ISABELA,9976703516,"DIWATA GRACE F. BAUSA,MD",maysibayan@yahoo.com,maysibayan@yahoo.com,5160288,4,4,8,,,PASSED,Acceptable,SDTLPT-23-020058,A
2,02-1333-22-PIBS-R,2,EBC CLINICAL LABORATORY,"91 PANGANIBAN ST., CENTRO EAST, SANTIAGO CITY",ISABELA,(078) 3051029; 09228858699;09156587871,"NATHANAEL B. VIDAD,MD",ebcclinlab@yahoo.com,ebcclinlab@yahoo.com,5160001,1,4,5,,,PASSED,Highly Satisfactory,SDTLPT-23-020059,HS
2,02-1390-19-PIBS-R,2,LABCARE HEALTH CLINIC AND DIAGNOSTIC CENTER,"AVES-ALBANO BLDG., QUEZON ST., DISTRICT 1, CANAYAN CITY",ISABELA,9362709788,"DIWATA GRACE F. BAUSA,MD",rubypearlreyes@yahoo.com,rubypearlreyes@yahoo.com,5160038,0,4,4,,,PASSED,Highly Satisfactory,SDTLPT-23-020060,HS
2,02-1098-22-PIBS-R,2,SAN MATEO DIAGNOSTIC LABORATORY,"NATIONAL HIGHWAY, BRGY. 3, SAN MATEO, ISABELA, (BESIDE LANDBANK)",ISABELA,9171465417,"NATHANAEL B. VIDAD,MD",sanmateolaboratory@gmail.com,sanmateolaboratory@gmail.com,5160022,4,4,8,,,PASSED,Acceptable,SDTLPT-23-020061,A
2,02-0734-22-PIBS-R,2,HIGH CARE CENTRAL DIAG. AND MEDICAL CLINIC INC.,"# 86 H & R BUILDING DON JOSE  CANCILLER AVENUE, CAUAYAN CITY",ISABELA,09359742966/ (078) 6525304,"ANDRES S. BONIFACIO,MD",hccdmc@gmail.com,hccdmc@gmail.com,5160273,2,2,4,,,PASSED,Highly Satisfactory,SDTLPT-23-020062,HS
2,02-0729-22-PIBS-R,2,CLINIQ DIAGNOSTIC CENTER,"PUR SIENTE,BLDG MAHARLIKA HIGHWAY CENTRO II, TUEGUEGARAO CITY",CAGAYAN VALLEY,09658474038/(078)377-8963/ 09175781733,"SARA JANE U. BALISI,MD",cliniqdcdt@gmail.com,cliniqdcdt@gmail.com,5160941,2,4,6,,,PASSED,Acceptable,SDTLPT-23-020063,A
2,02-1186-21-GIBS-R,2,REGION II TRAUMA AND MEDICAL CENTER,"AH26 MAGSAYSAY ST., NATIONAL HIGHWAY, BAYAMBANG",NUEVA VIZCAYA,09171820786/ (078) 8053561-64,"MICHELLE CLAIRE R. MANIQUIS,MD",r2tmc.pathology@gmail.com,r2tmc.pathology@gmail.com,5160923,4,2,6,,,PASSED,Acceptable,SDTLPT-23-020064,A
2,02-1097-22-PIBS-R,2,NK MEDICAL CLINIC,"CABAGAN-SANTA MARIA ROAD,UGAD, CABAGAN",ISABELA,9066664012,"SARA JANE U. BALISI,MD",nkmcdc2019@gmail.com,nkmcdc2019@gmail.com,5160919,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-23-020065,HS
2,02-0727-22-GIBS-R,2,CAGAYAN VALLEY MEDICAL CENTER- DRUG TESTING LAB. ,DALAN NA PAGAYAYA REGIONAL GOVT. CENTER CARIG SUR TUGUEGARRAO,CAGAYAN VALLEY,09178564911/09178564911/(078)3778533,"JANE G. PAGADDU,MD",janepagaddu@yahoo.com,janepagaddu@yahoo.com,5171755,2,4,6,,,PASSED,Acceptable,SDTLPT-23-020066,A
2,02-0738-22-PFSS-R,2,"LIBERTAD, SPECIALTY AND DIAGNOSTIC CLINIC","2/F, BARROGA-CUARTEROS BLDG., MAHARLIKA HWY, LIBERTAD, ABULUG, CAGAYAN",CAGAYAN VALLEY,0917-116-9220 / 078-396-7228,"ROSELYN B. CUARTEROS,MD",lsdcclinlab@gmail.com,lsdcclinlab@gmail.com,5190947,4,3,7,,,PASSED,Acceptable,SDTLPT-23-020067,A
2,02-1421-23-GIBS-R,2,CAMP MELCHOR F DELA CRUZ STATION HOSPITAL,"UPI GAMI, ISABELA, SID PHIL ARMY, GAMU",ISABELA,0917-557-9714 / 078-325-7841,"MILA AMOR V. REYES,MD",cmfdcshlab911@gmail.com,cmfdcshlab911@gmail.com,5191753,3,5,8,,,PASSED,Acceptable,SDTLPT-23-020068,A
2,02-0903-23-PIBS-R,2,GINCOR MEDICAL LABORATORY ,"DON FRANCISCO ALBANO ST. CENTRO, CABAGAN",ISABELA,09175507577/ 09176278223,"CORAZON G. ALCANTARA,MD",gincorlab76@gmail.com,gincorlab76@gmail.com,5196756,0,2,2,,,PASSED,Excellent,SDTLPT-23-020069,E
